

Escherichia coli O157:H7 Sakai (EHEC)
Operon	GeneName	Locus Name	GI	Strand	Pos. Left(pb)	PosRight	Position
2279	-	ECs4491	15833745	1	4533646	4534929	2
2279	-	ECs4492	38704183	1	4534933	4535892	3
2280	-	ECs4493	15833747	-1	4535898	4536914	1
2281	-	ECs4495	15833749	-1	4538188	4539384	1
2281	tdh	ECs4494	15833748	-1	4537153	4538178	2
2282	-	ECs4496	15833750	-1	4539659	4540531	1
2283	rfaD	ECs4497	15833751	1	4540820	4541752	1
2283	-	ECs4498	15833752	1	4541762	4542808	2
2283	-	ECs4499	15833753	1	4542812	4543804	3
2283	-	ECs4500	15833754	1	4543801	4545009	4
2284	-	ECs4507	38704185	-1	4550928	4551950	1
2284	-	ECs4506	15833760	-1	4549807	4550931	2
2284	-	ECs4505	38704184	-1	4549017	4549814	3
2284	-	ECs4504	15833758	-1	4547967	4548974	4
2284	-	ECs4503	15833757	-1	4547234	4547941	5
2284	-	ECs4502	15833756	-1	4546196	4547209	6
2284	-	ECs4501	15833755	-1	4545045	4546187	7
2285	-	ECs4508	15833762	1	4552399	4553676	1
2285	coaD	ECs4509	15833763	1	4553684	4554163	2
2286	rpmB	ECs4512	15833766	-1	4555297	4555533	1
2286	rpmG	ECs4511	15833765	-1	4555109	4555276	2
2286	-	ECs4510	15833764	-1	4554202	4555011	3
2287	radC	ECs4513	15833767	-1	4555750	4556424	1
2288	-	ECs4514	162139747	1	4556590	4557810	1
2288	dut	ECs4515	15833769	1	4557791	4558246	2
2288	slmA	ECs4516	38704186	1	4558353	4558949	3
2289	rph	ECs4518	15833772	-1	4559693	4560409	1
2289	pyrE	ECs4517	15833771	-1	4558986	4559627	2
2290	-	ECs4519	15833773	1	4560536	4561399	1
2291	dinD	ECs4520	162139746	1	4561620	4562444	1
2292	-	ECs4521	38704187	1	4562736	4563353	1
2293	ligB	ECs4522	38704188	-1	4563350	4565032	1
2294	gmk	ECs4523	15833777	1	4565290	4565913	1
2294	rpoZ	ECs4524	15833778	1	4565968	4566243	2
2294	-	ECs4525	15833779	1	4566262	4568370	3
2294	-	ECs4526	15833780	1	4568377	4569066	4
2294	-	ECs4527	15833781	1	4569072	4571153	5
2295	-	ECs4528	15833782	-1	4571138	4571656	1
2296	-	ECs4529	15833783	-1	4572007	4573212	1
2297	-	ECs4530	15833784	1	4573492	4574883	1
2298	-	ECs4531	15833785	1	4575004	4576713	1
2299	-	ECs4533	38704190	-1	4579094	4580476	1
2299	-	ECs4532	15833786	-1	4576766	4579084	2
2300	-	ECs4534	15833788	1	4581059	4582240	1
2300	-	ECs4535	15833789	1	4582339	4582689	2
2300	-	ECs4536	15833790	1	4582702	4582884	3
2300	-	ECs4537	15833791	1	4582902	4583555	4
2300	-	ECs4538	15833792	1	4583573	4583716	5
2301	-	ECs4539	15833793	1	4583806	4584180	1
2301	-	ECs4540	15833794	1	4584177	4584668	2
2301	-	ECs4541	15833795	1	4584680	4584877	3
2302	-	ECs4542	15833796	1	4584962	4585303	1
2303	-	ECs4545	15833799	1	4586059	4586460	1
2303	-	ECs4546	15833800	1	4586457	4586804	2
2303	-	ECs4547	15833801	1	4586854	4588392	3
2304	-	ECs4548	15833802	1	4588589	4588822	1
2305	-	ECs4550	15833804	-1	4589257	4590003	1
2306	-	ECs4557	15833811	-1	4593776	4594831	1
2306	-	ECs4556	15833810	-1	4593139	4593717	2
2306	-	ECs4555	15833809	-1	4592002	4593126	3
2306	-	ECs4554	15833808	-1	4591043	4591981	4
2306	-	ECs4553	15833807	-1	4590629	4591036	5
2306	-	ECs4552	15833806	-1	4590372	4590593	6
2306	-	ECs4551	15833805	-1	4590088	4590366	7
2307	-	ECs4558	15833812	1	4594974	4596194	1
2308	-	ECs4560	15833814	-1	4599322	4599792	1
2308	-	ECs4559	15833813	-1	4596458	4599262	2
2309	-	ECs4561	15833815	-1	4599930	4601606	1
2310	-	ECs4562	15833816	-1	4602030	4602641	1
2311	-	ECs4563	15833817	1	4602907	4603290	1
2312	-	ECs4564	15833818	-1	4603488	4603994	1
2313	-	ECs4570	15833824	-1	4609042	4609395	1
2313	-	ECs4569	15833823	-1	4607018	4609045	2
2313	-	ECs4568	15833822	-1	4605694	4607034	3
2313	-	ECs4567	15833821	-1	4605314	4605691	4
2313	-	ECs4566	15833820	-1	4604905	4605321	5
2313	-	ECs4565	15833819	-1	4604025	4604942	6
2314	-	ECs4571	15833825	1	4609580	4609879	1
2314	-	ECs4572	15833826	1	4609912	4610340	2
2314	-	ECs4573	15833827	1	4610343	4610915	3
2314	-	ECs4574	15833828	1	4610921	4611376	4
2314	-	ECs4575	15833829	1	4611376	4612914	5
2314	-	ECs4576	15833830	1	4612928	4613383	6
2315	-	ECs4578	15833832	-1	4614235	4614606	1
2315	-	ECs4577	15833831	-1	4613767	4614180	2
2316	-	ECs4579	15833833	1	4614802	4615260	1
2317	-	ECs4588	15833842	-1	4619786	4620175	1
2317	-	ECs4587	15833841	-1	4619553	4619771	2
2317	-	ECs4586	15833840	-1	4619226	4619549	3
2317	-	ECs4585	15833839	-1	4618630	4619229	4
2317	-	ECs4584	15833838	-1	4617990	4618685	5
2317	-	ECs4583	15833837	-1	4617332	4617985	6
2317	-	ECs4582	15833836	-1	4617063	4617332	7
2317	-	ECs4581	15833835	-1	4616287	4617063	8
2317	-	ECs4580	15833834	-1	4615257	4616294	9
2318	-	ECs4590	15833844	1	4621420	4622616	1
2319	-	ECs4591	15833845	1	4622744	4623562	1
2320	-	ECs4592	15833846	-1	4623876	4624109	1
2321	-	ECs4593	15833847	-1	4624334	4624528	1
2322	-	ECs4594	15833848	1	4624582	4625505	1
2323	-	ECs4595	15833849	-1	4625509	4626327	1
2324	nepI	ECs4596	162139745	-1	4626883	4628073	1
2325	-	ECs4597	15833851	1	4628307	4628660	1
2325	-	ECs4598	15833852	1	4628644	4628967	2
2326	-	ECs4601	15833855	-1	4629926	4630999	1
2326	-	ECs4600	15833854	-1	4629588	4630013	2
2326	-	ECs4599	15833853	-1	4629083	4629562	3
2327	-	ECs4602	15833856	1	4631096	4632862	1
2328	uhpT	ECs4603	15833857	-1	4632908	4634299	1
2329	-	ECs4606	15833860	-1	4637268	4637858	1
2329	-	ECs4605	38704193	-1	4635766	4637268	2
2329	-	ECs4604	15833858	-1	4634437	4635759	3
2330	-	ECs4607	15833861	-1	4638020	4639012	1
2331	-	ECs4608	15833862	-1	4639139	4639453	1
2332	-	ECs4609	15833863	-1	4639731	4640213	1
2333	-	ECs4610	15833864	-1	4640361	4641014	1
2334	-	ECs4612	15833866	-1	4641571	4643259	1
2334	-	ECs4611	15833865	-1	4641277	4641567	2
2335	-	ECs4613	15833867	-1	4643365	4643463	1
2336	emrD	ECs4614	15833868	1	4644391	4645581	1
2337	-	ECs4617	15833871	-1	4646435	4646782	1
2337	-	ECs4616	15833870	-1	4646083	4646445	2
2337	-	ECs4615	15833869	-1	4645589	4646086	3
2338	-	ECs4618	15833872	1	4646891	4647340	1
2339	-	ECs4620	15833874	-1	4648877	4650592	1
2339	-	ECs4619	15833873	-1	4647387	4648880	2
2340	-	ECs4621	15833875	1	4650729	4651652	1
2341	-	ECs4623	38704195	-1	4652971	4654587	1
2341	-	ECs4622	15833876	-1	4651649	4652971	2
2342	-	ECs4624	15833878	1	4654883	4655599	1
2343	-	ECs4625	38704196	-1	4655596	4657257	1
2344	-	ECs4626	162139744	-1	4657453	4657881	1
2345	-	ECs4627	15833881	-1	4657993	4658406	1
2346	-	ECs4628	162139743	1	4658712	4659044	1
2347	-	ECs4629	15833883	-1	4659046	4660296	1
2348	-	ECs4630	162139742	1	4660361	4661425	1
2349	-	ECs4631	15833885	1	4661671	4662327	1
2350	-	ECs4632	15833886	-1	4662373	4663185	1
2351	-	ECs4633	38704197	-1	4663300	4663698	1
2352	dnaA	ECs4637	15833891	-1	4668559	4669962	1
2352	-	ECs4636	15833890	-1	4667454	4668554	2
2352	recF	ECs4635	15833889	-1	4666381	4667454	3
2352	gyrB	ECs4634	15833888	-1	4663938	4666352	4
2353	rpmH	ECs4638	15833892	1	4670569	4670709	1
2353	rnpA	ECs4639	15833893	1	4670726	4671085	2
2354	-	ECs4640	15833894	1	4671309	4672955	1
2354	trmE	ECs4641	15833895	1	4673061	4674425	2
2355	-	ECs4643	15833897	-1	4674756	4676744	1
2355	-	ECs4642	15833896	-1	4674575	4674805	2
2356	-	ECs4644	15833898	1	4677144	4677218	1
2357	tnaA	ECs4645	38704198	1	4677439	4678854	1
2357	-	ECs4646	15833900	1	4678945	4680192	2
2358	-	ECs4647	15833901	1	4680324	4681499	1
2358	-	ECs4648	15833902	1	4681474	4682433	2
2359	-	ECs4649	15833903	1	4682578	4683339	1
2359	-	ECs4650	15833904	1	4683361	4683927	2
2360	-	ECs4651	15833905	-1	4683981	4685318	1
2361	-	ECs4652	15833906	1	4685484	4686149	1
2362	-	ECs4653	15833907	-1	4686286	4688694	1
2363	-	ECs4654	15833908	1	4688995	4689666	1
2363	-	ECs4655	15833909	1	4689712	4690182	2
2364	-	ECs4656	15833910	-1	4690281	4690460	1
2365	-	ECs4657	15833911	-1	4690651	4693035	1
2366	-	ECs4664	15833918	-1	4697193	4698233	1
2366	pstC	ECs4663	15833917	-1	4696147	4697106	2
2366	pstA	ECs4662	15833916	-1	4695257	4696147	3
2366	pstB	ECs4661	15833915	-1	4694301	4695074	4
2366	-	ECs4660	15833914	-1	4693561	4694286	5
2366	-	ECs4659	15833913	-1	4693425	4693604	6
2367	-	ECs4668	15833922	-1	4703193	4703354	1
2367	-	ECs4667	15833921	-1	4700637	4703171	2
2367	-	ECs4666	15833920	-1	4699555	4700625	3
2367	-	ECs4665	15833919	-1	4698445	4699527	4
2368	-	ECs4670	15833924	-1	4703982	4704584	1
2368	-	ECs4669	15833923	-1	4703495	4703878	2
2369	glmU	ECs4672	15833926	-1	4707275	4708645	1
2369	-	ECs4671	15833925	-1	4705284	4707113	2
2370	-	ECs4681	162139741	-1	4715504	4715884	1
2370	-	ECs4680	15833934	-1	4714680	4715495	2
2370	-	ECs4679	15833933	-1	4714394	4714633	3
2370	-	ECs4678	15833932	-1	4713862	4714332	4
2370	-	ECs4677	15833931	-1	4713314	4713847	5
2370	-	ECs4676	15833930	-1	4711760	4713301	6
2370	-	ECs4675	15833929	-1	4710846	4711709	7
2370	-	ECs4674	15833928	-1	4709437	4710819	8
2370	atpC	ECs4673	15833927	-1	4708997	4709416	9
2371	gidA	ECs4683	15833937	-1	4717188	4719077	1
2371	gidB	ECs4682	15833936	-1	4716501	4717124	2
2372	-	ECs4685	15833939	-1	4719989	4720447	1
2372	-	ECs4684	15833938	-1	4719456	4719899	2
2373	-	ECs4686	15833940	1	4720599	4721591	1
2374	-	ECs4688	38704200	-1	4723041	4724537	1
2374	yieM	ECs4687	15833941	-1	4721596	4723047	2
2375	trkD	ECs4689	15833943	1	4724760	4726628	1
2376	-	ECs4690	15833944	1	4726795	4727214	1
2376	-	ECs4691	15833945	1	4727222	4728727	2
2376	rbsC	ECs4692	15833946	1	4728732	4729697	3
2376	-	ECs4693	15833947	1	4729722	4730612	4
2376	-	ECs4694	15833948	1	4730738	4731667	5
2376	-	ECs4695	15833949	1	4731671	4732663	6
2377	-	ECs4697	38704201	-1	4734079	4734771	1
2377	-	ECs4696	15833950	-1	4732629	4734056	2
2378	-	ECs4698	15833952	-1	4740572	4741411	1
2379	-	ECs4699	15833953	1	4741530	4741868	1
2380	-	ECs4700	15833954	-1	4741893	4743443	1
2381	-	ECs4701	15833955	1	4743766	4743864	1
2382	-	ECs4702	15833956	1	4744004	4745650	1
2382	ilvM	ECs4703	15833957	1	4745647	4745910	2
2382	-	ECs4704	15833958	1	4745930	4746859	3
2382	-	ECs4705	15833959	1	4746924	4748774	4
2382	-	ECs4706	15833960	1	4748777	4750321	5
2383	-	ECs4707	15833961	-1	4750373	4751266	1
2384	-	ECs4708	15833962	1	4751416	4752891	1
2385	-	ECs4709	15833963	-1	4752937	4753218	1
2386	-	ECs4710	15833964	-1	4753417	4753866	1
2387	-	ECs4711	15833965	1	4754083	4756104	1
2388	-	ECs4712	15833966	-1	4756151	4757635	1
2389	-	ECs4713	15833967	-1	4757771	4759036	1
2390	trxA	ECs4714	15833968	1	4759113	4759496	1
2391	-	ECs4715	15833969	1	4759637	4759738	1
2392	rho	ECs4716	15833970	1	4759823	4761082	1
2392	-	ECs5549	38704202	1	4761092	4761310	2
2392	-	ECs4717	15833971	1	4761322	4762425	3
2392	-	ECs4718	15833972	1	4762434	4763483	4
2392	-	ECs4719	15833973	1	4763497	4764669	5
2392	wecC	ECs4720	15833974	1	4764666	4765928	6
2392	-	ECs4721	15833975	1	4765928	4766995	7
2392	-	ECs4722	15833976	1	4767014	4767895	8
2393	-	ECs4723	15833977	1	4768002	4768547	1
2393	-	ECs4724	15833978	1	4768552	4769682	2
2393	-	ECs4725	15833979	1	4769684	4770934	3
2393	-	ECs4726	15833980	1	4770931	4772010	4
2393	-	ECs4727	15833981	1	4772007	4773359	5
2393	-	ECs4728	15833982	1	4773362	4774102	6
2394	-	ECs4729	15833983	1	4774293	4775678	1
2395	-	ECs4730	15833984	1	4776589	4777824	1
2396	-	ECs4731	15833985	-1	4777992	4779647	1
2397	hemC	ECs4735	15833989	-1	4783483	4784445	1
2397	hemD	ECs4734	15833988	-1	4782746	4783486	2
2397	-	ECs4733	15833987	-1	4781525	4782724	3
2397	-	ECs4732	15833986	-1	4780326	4781522	4
2398	cyaA	ECs4736	15833990	1	4784811	4787357	1
2399	-	ECs4737	15833992	1	4787508	4787993	1
2400	cyaY	ECs4738	15833991	-1	4787397	4787717	1
2401	uvrD	ECs4743	15833997	1	4791641	4793803	1
2402	-	ECs4744	15833998	-1	4793848	4794750	1
2403	-	ECs4745	15833999	-1	4794833	4795597	1
2404	-	ECs4746	15834000	1	4795967	4796917	1
2405	-	ECs4747	15834001	-1	4797447	4798295	1
2406	-	ECs4748	15834002	1	4799255	4799554	1
2407	-	ECs4750	38704204	-1	4800540	4801007	1
2407	-	ECs4749	15834003	-1	4799601	4800488	2
2408	-	ECs4751	15834005	1	4801172	4802041	1
2409	-	ECs4752	15834006	1	4802168	4804003	1
2410	-	ECs4753	15834007	1	4804067	4804687	1
2411	rhtB	ECs4754	15834008	-1	4804749	4805369	1
2412	-	ECs4755	15834009	1	4805480	4806502	1
2412	-	ECs4756	15834010	1	4806510	4807310	2
2413	-	ECs4757	15834011	1	4807386	4808285	1
2414	-	ECs4758	15834012	-1	4808173	4809126	1
2415	-	ECs4759	15834013	1	4809362	4811623	1
2416	-	ECs4760	15834014	-1	4811663	4812544	1
2417	-	ECs4761	15834015	1	4812740	4813501	1
2418	-	ECs4762	15834016	1	4813642	4815069	1
2419	ubiE	ECs4763	15834017	1	4815164	4815919	1
2419	-	ECs4764	15834018	1	4815933	4816538	2
2419	ubiB	ECs4765	15834019	1	4816535	4818175	3
2419	tatA	ECs4766	15834020	1	4818254	4818523	4
2419	-	ECs4767	15834021	1	4818527	4819042	5
2419	-	ECs4768	15834022	1	4819045	4819821	6
2419	-	ECs4769	15834023	1	4819863	4820645	7
2420	rfaH	ECs4770	15834024	-1	4820642	4821130	1
2421	-	ECs4771	15834025	1	4821297	4822790	1
2421	fre	ECs4772	15834026	1	4822836	4823537	2
2422	fadB	ECs4774	15834028	-1	4824902	4827091	1
2422	fadA	ECs4773	15834027	-1	4823729	4824892	2
2423	-	ECs4775	15834029	1	4827281	4828612	1
2423	-	ECs4776	38704205	1	4828612	4829226	2
2423	-	ECs4777	15834031	1	4829265	4830716	3
2423	hemG	ECs4778	15834032	1	4830728	4831273	4
2424	mobA	ECs4780	15834034	-1	4837367	4837951	1
2424	-	ECs4779	15834033	-1	4836858	4837370	2
2425	-	ECs4781	15834035	1	4838021	4838290	1
2426	-	ECs4782	15834036	1	4838367	4839353	1
2426	-	ECs4783	15834037	1	4839370	4839996	2
2427	-	ECs4784	38704206	1	4840151	4841581	1
2428	-	ECs4785	15834039	-1	4841622	4842554	1
2429	-	ECs4786	15834040	1	4842918	4845704	1
2430	engB	ECs4787	15834041	-1	4846086	4846718	1
2431	-	ECs4788	15834042	1	4847300	4847806	1
2432	-	ECs4789	38704208	1	4847995	4849368	1
2433	glnA	ECs4792	15834046	-1	4852424	4853833	1
2433	glnL	ECs4791	15834045	-1	4851201	4852250	2
2433	glnG	ECs4790	15834044	-1	4849780	4851189	3
2434	-	ECs4793	15834047	1	4854206	4856029	1
2435	-	ECs4794	15834048	1	4856246	4856956	1
2435	-	ECs4795	15834049	1	4856964	4857944	2
2436	-	ECs4796	15834050	1	4858046	4859311	1
2437	ompL	ECs4797	229544778	-1	4859402	4860094	1
2438	-	ECs4800	15834054	-1	4863038	4865074	1
2438	-	ECs4799	15834053	-1	4861607	4862992	2
2438	-	ECs4798	15834052	-1	4860161	4861564	3
2439	-	ECs4805	15834059	-1	4869246	4870142	1
2439	-	ECs4804	15834058	-1	4868344	4869222	2
2439	-	ECs4803	15834057	-1	4867087	4868328	3
2439	-	ECs4802	15834056	-1	4866118	4867020	4
2439	-	ECs4801	15834055	-1	4865182	4866057	5
2440	-	ECs4806	15834060	1	4870304	4871206	1
2440	-	ECs4807	15834061	1	4871216	4872025	2
2441	-	ECs4808	38704209	1	4872124	4872723	1
2441	rbn	ECs4809	15834063	1	4872717	4873589	2
2441	-	ECs4810	15834064	1	4873586	4874023	3
2441	-	ECs4811	15834065	1	4874020	4875009	4
2442	-	ECs4812	15834066	1	4875420	4876313	1
2442	-	ECs4813	15834067	1	4876320	4877234	2
2443	-	ECs4814	15834068	-1	4877407	4877625	1
2444	-	ECs4815	15834069	1	4877901	4878146	1
2445	-	ECs4816	15834070	1	4878363	4878605	1
2446	-	ECs4820	15834074	-1	4881408	4884458	1
2446	-	ECs4819	15834073	-1	4880493	4881395	2
2446	-	ECs4818	15834072	-1	4879861	4880496	3
2446	-	ECs4817	15834071	-1	4878935	4879864	4
2447	-	ECs4821	15834075	1	4884652	4885485	1
2448	-	ECs4822	15834076	1	4885638	4886693	1
2449	-	ECs4826	15834080	-1	4891001	4891447	1
2449	-	ECs4825	15834079	-1	4889551	4890990	2
2449	-	ECs4824	15834078	-1	4888491	4889561	3
2449	-	ECs4823	15834077	-1	4886743	4888491	4
2450	-	ECs4827	15834081	1	4891925	4893319	1
2451	rhaB	ECs4831	15834085	-1	4895939	4897408	1
2451	-	ECs4830	15834084	-1	4894683	4895942	2
2451	-	ECs4829	15834083	-1	4893684	4894508	3
2451	-	ECs4828	15834082	-1	4893360	4893674	4
2452	-	ECs4832	15834086	1	4897696	4898532	1
2452	-	ECs4833	15834087	1	4898516	4899454	2
2453	-	ECs4834	38704210	1	4900764	4901390	1
2454	-	ECs4835	162139739	1	4901650	4902633	1
2455	-	ECs4836	162139738	1	4902782	4903456	1
2456	-	ECs4838	15834092	-1	4904932	4905630	1
2456	cpxA	ECs4837	15834091	-1	4903562	4904935	2
2457	cpxP	ECs4839	162139737	1	4905780	4906280	1
2458	fieF	ECs4840	15834094	1	4906429	4907331	1
2459	pfkA	ECs4841	15834095	1	4907512	4908474	1
2460	-	ECs4842	15834096	1	4908793	4909782	1
2461	-	ECs4843	15834097	1	4909889	4910644	1
2462	tpiA	ECs4844	15834098	-1	4910699	4911466	1
2463	-	ECs4845	15834099	-1	4911574	4912173	1
2464	-	ECs4846	15834100	1	4912274	4912714	1
2465	-	ECs4847	15834101	1	4912926	4913225	1
2465	-	ECs4848	15834102	1	4913252	4913680	2
2466	-	ECs4849	15834103	-1	4913685	4914431	1
2467	glpX	ECs4850	15834104	-1	4914528	4915538	1
2468	-	ECs4852	15834106	-1	4917299	4918144	1
2468	glpK	ECs4851	15834105	-1	4915768	4917276	2
2469	-	ECs4853	38704212	1	4918576	4918815	1
2470	-	ECs4857	15834111	-1	4920915	4921841	1
2470	-	ECs4856	15834110	-1	4920337	4920822	2
2470	-	ECs4855	15834109	-1	4919603	4920277	3
2470	-	ECs4854	15834108	-1	4918854	4919570	4
2471	-	ECs4860	15834114	-1	4923872	4924831	1
2471	-	ECs4859	15834113	-1	4923249	4923779	2
2471	hslU	ECs4858	15834112	-1	4921908	4923239	3
2472	-	ECs4861	15834115	-1	4924923	4925948	1
2473	-	ECs4862	15834116	-1	4926104	4928302	1
2474	rpmE	ECs4863	15834117	1	4928505	4928717	1
2474	-	ECs4864	15834118	1	4928877	4933061	2
2475	-	ECs4865	15834119	1	4934070	4934363	1
2476	-	ECs4867	15834121	-1	4934960	4935277	1
2476	-	ECs4866	15834120	-1	4934292	4934900	2
2477	-	ECs4868	15834122	1	4935554	4936714	1
2477	metL	ECs4869	15834123	1	4936717	4939149	2
2478	metF	ECs4870	15834124	1	4939498	4940388	1
2479	-	ECs4871	15834125	1	4940717	4942897	1
2480	-	ECs4872	38704214	1	4942991	4943896	1
2481	-	ECs4873	15834127	-1	4943923	4944540	1
2482	-	ECs4876	15834131	1	4948712	4949203	1
2483	-	ECs4877	38704216	-1	4946602	4949103	1
2483	-	ECs4875	15834129	-1	4945928	4946590	2
2483	gldA	ECs4874	38704215	-1	4944814	4945917	3
2484	-	ECs4879	15834133	1	4950506	4950826	1
2484	pflD	ECs4880	15834134	1	4950877	4953174	2
2484	-	ECs4881	38704217	1	4953179	4954018	3
2484	-	ECs4882	15834136	1	4954020	4954361	4
2485	-	ECs4883	15834137	-1	4954348	4955199	1
2486	-	ECs4884	15834138	-1	4955414	4957147	1
2487	-	ECs4885	15834139	-1	4957330	4959981	1
2488	-	ECs4886	15834140	-1	4960333	4961484	1
2489	argC	ECs4887	15834141	1	4961638	4962642	1
2489	-	ECs4888	162139736	1	4962653	4963426	2
2489	-	ECs4889	15834143	1	4963487	4964860	3
2490	-	ECs4890	15834144	1	4965127	4966044	1
2491	-	ECs4891	162139735	-1	4966027	4967427	1
2492	-	ECs4892	15834146	1	4967757	4968923	1
2492	-	ECs4893	15834147	1	4968966	4970282	2
2492	-	ECs4894	15834148	1	4970332	4971036	3
2492	-	ECs4895	15834149	1	4971036	4971395	4
2493	-	ECs4896	15834150	-1	4971435	4972535	1
2494	btuB	ECs4897	15834151	1	4972904	4974748	1
2494	-	ECs4898	162139734	1	4974693	4975550	2
2495	murB	ECs4899	15834153	1	4981074	4982102	1
2495	birA	ECs4900	15834154	1	4982099	4983064	2
2496	-	ECs4901	15834155	-1	4983093	4984043	1
2497	-	ECs4902	15834156	-1	4984230	4984385	1
2498	tuf	ECs4903	15834157	1	4984961	4986145	1
2498	secE	ECs4904	15834158	1	4986375	4986758	2
2498	nusG	ECs4905	15834159	1	4986760	4987305	3
2498	rplK	ECs4906	15834160	1	4987464	4987892	4
2498	rplA	ECs4907	15834161	1	4987896	4988600	5
2498	rplJ	ECs4908	15834162	1	4988892	4989389	6
2498	rplL	ECs4909	15834163	1	4989456	4989821	7
2498	rpoB	ECs4910	15834164	1	4990141	4994169	8
2498	-	ECs4911	15834165	1	4994246	4998469	9
2499	-	ECs4912	15834166	1	4998682	4999125	1
2500	thiC	ECs4917	15834171	-1	5003029	5004924	1
2500	thiE	ECs4916	15834170	-1	5002394	5003029	2
2500	thiF	ECs4915	38704220	-1	5001646	5002401	3
2500	-	ECs5575	38704219	-1	5001462	5001662	4
2500	thiG	ECs4914	38704218	-1	5000690	5001460	5
2500	thiH	ECs4913	15834167	-1	4999560	5000693	6
2501	-	ECs4918	15834172	-1	5005157	5005633	1
2502	nudC	ECs4919	15834173	1	5005728	5006501	1
2502	hemE	ECs4920	15834174	1	5006541	5007605	2
2502	-	ECs4921	15834175	1	5007615	5008286	3
2502	-	ECs4922	15834176	1	5008329	5008919	4
2503	-	ECs4923	15834177	1	5009106	5009378	1
2503	-	ECs4924	15834178	1	5009391	5010086	2
2504	zraP	ECs4925	38704221	-1	5010088	5010513	1
2505	-	ECs4926	15834180	1	5010751	5012127	1
2505	-	ECs4927	15834181	1	5012124	5013449	2
2506	purH	ECs4929	15834183	-1	5014747	5016336	1
2506	-	ECs4928	15834182	-1	5013446	5014735	2
2507	-	ECs4930	15834184	-1	5022080	5022523	1
2508	-	ECs4931	15834185	1	5022680	5023609	1
2509	-	ECs4932	15834186	1	5023878	5025479	1
2509	-	ECs4933	15834187	1	5025509	5026813	2
2510	aceK	ECs4934	15834188	1	5026997	5028733	1
2511	-	ECs4935	15834189	-1	5028702	5030888	1
2512	-	ECs4936	162139733	-1	5031205	5032029	1
2513	metH	ECs4937	15834191	1	5032229	5035912	1
2514	-	ECs4938	15834192	1	5036132	5037763	1
2515	-	ECs4939	15834193	-1	5037854	5038543	1
2516	-	ECs4940	15834194	1	5038651	5038806	1
2517	-	ECs4941	15834195	-1	5038926	5040155	1
2518	-	ECs4943	15834197	-1	5041093	5041623	1
2519	-	ECs4944	15834198	1	5041814	5042062	1
2519	-	ECs4945	15834199	1	5042064	5044154	2
2519	-	ECs4946	15834200	1	5044225	5045157	3
2519	-	ECs4947	15834201	1	5045160	5045381	4
2519	-	ECs4948	15834202	1	5045394	5045648	5
2519	-	ECs4949	15834203	1	5045650	5045931	6
2519	-	ECs4950	15834204	1	5045928	5046200	7
2519	-	ECs4951	15834205	1	5046205	5046498	8
2519	-	ECs4952	15834206	1	5046510	5047040	9
2520	-	ECs4953	15834207	1	5047138	5047680	1
2520	-	ECs4954	15834208	1	5047684	5048217	2
2520	-	ECs4955	15834209	1	5048217	5048732	3
2521	-	ECs4956	15834210	1	5048997	5049287	1
2521	-	ECs5580	38704222	1	5049284	5049469	2
2521	-	ECs4957	15834211	1	5049466	5049840	3
2521	-	ECs4958	15834212	1	5049833	5050030	4
2521	-	ECs4959	15834213	1	5050020	5050316	5
2521	-	ECs4960	15834214	1	5050313	5050822	6
2521	-	ECs4961	15834215	1	5050892	5051317	7
2521	-	ECs4962	15834216	1	5051389	5051889	8
2522	-	ECs4964	15834218	1	5052108	5052554	1
2522	-	ECs4965	15834219	1	5052564	5052791	2
2522	-	ECs4966	15834220	1	5052772	5053080	3
2522	-	ECs4967	15834221	1	5053077	5053367	4
2523	-	ECs4968	15834222	1	5053370	5053951	1
2524	-	ECs4969	15834223	1	5053951	5055615	1
2524	-	ECs4970	15834224	1	5055678	5057204	2
2524	-	ECs4971	15834225	1	5057188	5058513	3
2524	-	ECs4972	15834226	1	5058632	5059105	4
2525	-	ECs4973	15834227	1	5059282	5060406	1
2525	-	ECs4974	15834228	1	5060406	5061353	2
2525	-	ECs4975	15834229	1	5061397	5061783	3
2525	-	ECs4976	15834230	1	5061780	5062199	4
2525	-	ECs4977	15834231	1	5062196	5062756	5
2525	-	ECs4978	15834232	1	5062757	5063002	6
2525	-	ECs4979	15834233	1	5062999	5064501	7
2525	-	ECs4980	15834234	1	5064510	5064875	8
2525	-	ECs4981	15834235	1	5064890	5065366	9
2525	-	ECs4982	15834236	1	5065493	5067568	10
2525	-	ECs4983	15834237	1	5067534	5068904	11
2525	-	ECs4984	15834238	1	5068888	5070012	12
2525	-	ECs4985	15834239	1	5070002	5070616	13
2525	-	ECs4986	15834240	1	5070609	5071046	14
2525	-	ECs4987	15834241	1	5071043	5072128	15
2525	-	ECs4988	15834242	1	5072119	5072679	16
2525	-	ECs4989	15834243	1	5072679	5073590	17
2526	-	ECs4990	15834244	-1	5073625	5074146	1
2527	-	ECs4991	15834245	-1	5074226	5074429	1
2528	-	ECs4992	15834246	1	5074651	5075211	1
2528	-	ECs4993	15834247	1	5075311	5077350	2
2529	-	ECs4994	15834248	1	5077497	5077679	1
2529	-	ECs4995	15834249	1	5077715	5077960	2
2530	-	ECs4996	15834250	-1	5077999	5078310	1
2531	-	ECs4997	15834251	1	5078578	5078778	1
2532	-	ECs4998	15834252	1	5078732	5079469	1
2533	-	ECs5004	38704224	-1	5082451	5083419	1
